ClienteID,Nome,Idade,Genero,Segmento,Localizacao
290fb2bd-f458-4d04-8476-fc349dc59ddb,João Gabriel Mendonça,48,M,Alta Receita,"Campina Grande, Paraíba"
d86af8f9-3f06-4051-987e-b9741fe36111,Hellena da Costa,55,F,Recorrente,"Vitória, Espírito Santo"
e4529643-2a67-4ce3-9c0f-37d575a239b1,Henry da Mota,49,M,Recorrente,"Campina Grande, Paraíba"
abd13f1a-3d20-4440-80cf-a44d1b7db566,Pedro Henrique Pacheco,48,F,Alta Frequência,"Aracaju, Sergipe"
62fefcae-d97e-4355-9987-0266dc63a196,Hadassa da Conceição,39,M,Alta Receita,"Belo Horizonte, Minas Gerais"
6895b96f-14fd-43a7-98e7-7ca219b1a043,Sra. Melina Cassiano,27,F,Recorrente,"Palmas, Tocantins"
d9c0076f-626c-4ccc-a35b-ba6dbd39e09d,Maria Helena Almeida,59,M,Alta Receita,"Curitiba, Paraná"
3483518e-458f-4881-83da-b31b8a90517c,Rebeca Lopes,54,M,Recorrente,"Itabaiana, Sergipe"
57a03c17-8620-410a-a009-9d7aca226c56,Sr. Theo Montenegro,65,M,Alta Receita,"Florianópolis, Santa Catarina"
71335445-d695-447a-a34d-75499d9a70e1,Gabrielly Freitas,43,M,Alta Receita,"Belo Horizonte, Minas Gerais"
99d81764-13cd-4a4c-b415-b7cf24fefbbe,Dra. Maria Flor Cavalcante,35,M,Alta Frequência,"Brasília, Distrito Federal"
37ca273b-3506-480f-a76c-f539c9bef3d7,Dr. Nathan da Mota,33,F,Recorrente,"Natal, Rio Grande do Norte"
e600fd68-4a69-4d38-b705-e6923faf1b34,Mateus Peixoto,32,F,Alta Frequência,"Boa Vista, Roraima"
0636f35e-f5ed-4ddf-b83f-1cd0e0b2f356,Isabelly Ramos,53,F,Alta Frequência,"Santana, Amapá"
b68bbbc6-73c6-4188-908f-d94bb294a9b6,Mathias Oliveira,64,M,Alta Frequência,"São Paulo, São Paulo"
053f1a43-6187-4fa9-9c09-8a5c585dfd17,Maya Silveira,21,M,Alta Frequência,"Brasília, Distrito Federal"
16e6e8fc-6c94-4bca-a8c0-8c027200fc98,Jade Ferreira,47,M,Recorrente,"Arapiraca, Alagoas"
e95e8740-5dd9-4744-84e5-27ea3a82b37c,Rhavi Castro,38,M,Alta Frequência,"Porto Alegre, Rio Grande do Sul"
95e2f91b-da88-4b20-b819-58f22b258bdf,Stella Peixoto,46,M,Alta Receita,"Aracaju, Sergipe"
d88d11dd-321a-4244-8f65-79ec87eb754a,Mateus Fonseca,52,M,Recorrente,"Palmas, Tocantins"
17087003-3a84-4b35-82bd-e8050c485217,Srta. Ayla Pimenta,54,M,Recorrente,"Itabaiana, Sergipe"
4019a1f6-0cd1-4081-8d85-e013b20004fa,Vinicius da Cunha,64,F,Recorrente,"Teresina, Piauí"
244220c6-4b0c-400c-a626-c97d73fe6a93,Lara Cirino,18,F,Alta Receita,"Araguaína, Tocantins"
2aa82f4e-4fc4-48cd-a8d2-a8423aa58e1d,Ana Lívia da Conceição,49,M,Alta Receita,"Dourados, Mato Grosso do Sul"
0d5979bf-9ef6-4a80-979f-1235df2ef280,Emanuelly da Paz,50,F,Recorrente,"Brasília, Distrito Federal"
6c5b07b6-f127-47bd-b862-32528c45b36c,Isaac Almeida,52,M,Alta Receita,"Sobral, Ceará"
9a463e70-3204-406d-b61a-84b9cec74f48,Srta. Ana Lívia Vargas,58,F,Alta Frequência,"Feira de Santana, Bahia"
c87c1935-d139-46d8-84e0-137119fc9448,Vitor Campos,49,M,Alta Receita,"Curitiba, Paraná"
c2c7bd49-8dae-47d7-b668-d540c7706e6d,Sr. Eduardo Nascimento,49,M,Alta Frequência,"Brasília, Distrito Federal"
c972d38d-3ee2-411c-afd2-908feea163a7,Luan Cavalcante,61,F,Alta Frequência,"Parintins, Amazonas"
d034ce89-8364-4560-85b7-e83cc42f7d59,Theodoro Montenegro,58,M,Alta Frequência,"Mossoró, Rio Grande do Norte"
228c0659-64d0-42f8-8e8d-b9f5e5141d91,Benicio Melo,66,M,Alta Frequência,"Curitiba, Paraná"
3deed56a-21dd-427e-98b6-a80227e9add3,Maria Eduarda Oliveira,38,F,Alta Frequência,"Sobral, Ceará"
3eec05dc-7660-402f-877e-b375c87d01c2,Emanuella Santos,57,M,Recorrente,"Uberlândia, Minas Gerais"
297e86fe-3f8b-415e-b6a3-54091c20d86b,Ana Cecília Azevedo,38,M,Alta Frequência,"Belo Horizonte, Minas Gerais"
002593ed-22ca-4f04-a09e-ee72fb9c7872,Raul Moura,68,M,Alta Frequência,"Londrina, Paraná"
c1171668-ad72-4e2e-bd6d-ca57cc80a698,Ágatha Silveira,38,F,Recorrente,"Campo Grande, Mato Grosso do Sul"
77746c09-8669-4a60-a387-eb156765e3bf,Stephany Fogaça,67,F,Alta Frequência,"Dourados, Mato Grosso do Sul"
b7e62b4d-93d5-426f-9b03-2c39c950824d,Sra. Isis Moura,37,F,Alta Frequência,"Feira de Santana, Bahia"
80ce9afc-2ab9-4a52-a85d-9acfefd6b83c,Carolina Andrade,64,F,Recorrente,"Sobral, Ceará"
fea59d94-998c-403a-92cb-760434f6f0dd,Dr. Danilo Pereira,37,F,Recorrente,"Imperatriz, Maranhão"
603de161-61f0-41d0-a993-e611e7775ef5,Marcelo Alves,18,F,Alta Frequência,"Caruaru, Pernambuco"
c0146804-32de-4097-bcba-8dea50860861,Henrique Lopes,59,M,Alta Receita,"Parnaíba, Piauí"
25acf1b6-c016-462b-a371-b326c66b1f52,Cecilia Rezende,19,M,Alta Frequência,"Londrina, Paraná"
3e97037d-6577-464d-8d4e-0bd1cb33e3c6,Antony da Conceição,36,F,Alta Frequência,"Uberlândia, Minas Gerais"
7c9d575e-40bf-4ca2-b064-02bbe75680bb,Nina Silva,68,F,Alta Receita,"Imperatriz, Maranhão"
3466b8f9-e1e3-4199-9f1f-05c37717a7cb,Caroline Leão,69,M,Recorrente,"Goiânia, Goiás"
f29e225b-3ed0-4e68-8d25-0730f5a98c9a,Carlos Eduardo da Rocha,35,M,Alta Frequência,"Brasília, Distrito Federal"
7710199d-59bd-4ac9-8d99-3ab95fc0ccce,Marina Barbosa,38,F,Recorrente,"Maceió, Alagoas"
d2333b12-5ad2-4e7a-8b40-601a99260664,Pietra Aparecida,20,F,Recorrente,"Rondonópolis, Mato Grosso"
d8e06ea2-de5e-48e5-bb3a-3e15ef1920da,Ana Lívia Fogaça,33,F,Recorrente,"Niterói, Rio de Janeiro"
ec073a4c-4f72-4efc-b187-dc0954da1012,Eloah Albuquerque,21,M,Alta Frequência,"Rondonópolis, Mato Grosso"
be8cea8a-255c-4297-99ee-f9d6fdfa3cb1,Dra. Júlia Araújo,35,F,Alta Receita,"Vila Velha, Espírito Santo"
a173e274-37fc-411b-826f-081a0651a897,Maria Fernanda Alves,48,M,Recorrente,"Fortaleza, Ceará"
cc6b3a6e-5583-44db-a746-033872c7a202,Natália Ferreira,67,F,Alta Frequência,"Parintins, Amazonas"
5e331ed8-48f0-4cb2-9398-6e7f9f2c7e7f,Valentim Pacheco,54,M,Recorrente,"Ji-Paraná, Rondônia"
c22c9037-703a-4746-a22f-38841f9071b1,Marina Teixeira,33,F,Recorrente,"Parintins, Amazonas"
c780b892-aa93-42c4-8941-83bf8393a544,Sofia Azevedo,53,F,Recorrente,"Anápolis, Goiás"
eed5a71b-2740-429d-b7d7-5510ffa72ae1,Luísa Ribeiro,67,M,Recorrente,"Rio Branco, Acre"
b8f89cba-bb40-4bc8-b09a-c2bcb6da79bb,Juliana Casa Grande,41,F,Recorrente,"Niterói, Rio de Janeiro"
3242f61c-ea3d-49b2-8319-8f412467f4a3,Matheus da Mota,38,F,Alta Frequência,"Palmas, Tocantins"
0b4476b2-0ab9-494f-b861-7ce964f75c10,Anthony Gabriel Carvalho,39,M,Recorrente,"Mossoró, Rio Grande do Norte"
3193fb1c-91bd-4f30-ab1a-ae6a31ca528c,Clarice Lima,34,M,Alta Frequência,"Niterói, Rio de Janeiro"
fd8c93df-4151-4f1e-9174-b1368c0bdc3f,Alexandre Azevedo,45,F,Alta Receita,"Santarém, Pará"
43f84fcf-0997-4b27-9bdc-fb3d29d4056e,Sra. Ana Luiza Câmara,51,M,Recorrente,"Porto Alegre, Rio Grande do Sul"
2a6504e1-fb2f-4e8c-aa46-391177e2f124,Sabrina Camargo,54,F,Alta Frequência,"João Pessoa, Paraíba"
cfcae6b9-75a8-41d7-ab5e-ebe91478e20e,Dr. Ravy da Luz,68,F,Alta Receita,"Brasília, Distrito Federal"
e3a0aa3c-8c44-460f-8efe-59c393b91ea1,Sra. Lunna Moura,58,M,Recorrente,"Rondonópolis, Mato Grosso"
d5da108b-ae94-40b5-aaf1-c93827d54ab0,Dra. Stephany Rodrigues,53,M,Recorrente,"Manaus, Amazonas"
c73e69e9-9806-4315-8e62-665f476a3991,Henry Gabriel Almeida,54,F,Recorrente,"Boa Vista, Roraima"
5401e034-45ae-45d2-bbbf-d6926f125321,Letícia Monteiro,66,M,Recorrente,"Vitória, Espírito Santo"
679b03d4-fdc6-4ebf-b96a-3419f906dfde,Kaique da Cunha,47,F,Recorrente,"Parnaíba, Piauí"
8e156734-25e1-4dad-92f6-2f9d1b435fdc,Henry da Cruz,22,M,Recorrente,"Ji-Paraná, Rondônia"
ed11b850-273b-4ecb-a7b9-86cb76df7b9a,Vitor Hugo Montenegro,47,F,Alta Frequência,"Rondonópolis, Mato Grosso"
665c9da5-be16-4640-a9a3-1ab65ced1a62,Luísa da Rosa,18,F,Alta Frequência,"Caruaru, Pernambuco"
9f80bd12-2996-46d2-be14-196514c4e22c,Ana Luiza Vasconcelos,38,F,Alta Frequência,"Rio Branco, Acre"
0e913294-e3a9-4752-ad16-7ec3505f7c6e,Maria Luiza Lopes,55,F,Recorrente,"Salvador, Bahia"
fa75b5fc-7921-40b3-aa0a-8302276f8e0d,Lucas Gabriel Freitas,67,F,Recorrente,"Natal, Rio Grande do Norte"
7c8c9267-3c55-4d3a-8ed9-92e01e4415f4,Maria Laura Pastor,30,M,Alta Frequência,"Cuiabá, Mato Grosso"
d9758f32-6e1b-470f-a7c2-e68436ca9390,João Pedro da Cruz,24,M,Recorrente,"Fortaleza, Ceará"
560b63a9-2a36-456d-8df5-a57f9c4e7e7f,Luan Pastor,67,M,Recorrente,"Campo Grande, Mato Grosso do Sul"
19c4d7d6-1537-446c-9a6b-391d60791657,Bryan Vieira,38,F,Alta Frequência,"João Pessoa, Paraíba"
8a55b7c4-2669-4e53-822c-6449bcc839fb,Sabrina Borges,30,F,Alta Frequência,"Belo Horizonte, Minas Gerais"
cedf8af6-cb28-4c77-b855-ddabef332684,Dra. Clarice Aragão,32,M,Alta Receita,"Parnaíba, Piauí"
085e0518-2d75-4dd3-b8a1-18df0088ca76,João Vitor Fonseca,46,M,Alta Receita,"Rio Branco, Acre"
d3a65f0c-eb07-4653-af87-8674adc1e2f7,Sra. Aurora Aparecida,65,M,Alta Receita,"Cruzeiro do Sul, Acre"
54842b4d-4f4c-4a72-a493-c4152a4bf5dc,Arthur Miguel Pacheco,46,F,Alta Frequência,"Santana, Amapá"
9d46ea9a-0a1d-4238-bcf9-abbb15149d1a,Gael Vieira,55,M,Alta Frequência,"Araguaína, Tocantins"
d2fe2d04-640f-4c70-a5a5-788e2b80d1ed,Bianca da Mata,28,M,Alta Frequência,"Boa Vista, Roraima"
d63bca59-9d8d-4752-8a9b-0dc797e71b55,Ana Sophia Pimenta,65,F,Alta Receita,"Itabaiana, Sergipe"
765bb069-10a0-42b2-a37c-56bb48d160c6,Joana Castro,23,F,Alta Receita,"Palmas, Tocantins"
83cfed3b-b32f-4256-86ac-dcafa4ba0ef5,Theo Pereira,47,M,Alta Frequência,"Salvador, Bahia"
08335cee-48a0-4e4f-b064-672a394a6d31,Maitê Rios,43,M,Alta Receita,"Caruaru, Pernambuco"
cf6de802-7900-4406-b1e5-8a8829adb01d,Maria Alice Moraes,22,F,Recorrente,"Campina Grande, Paraíba"
b4a5f712-a74b-451c-8b2c-dc4e4e70263a,Mariah da Costa,62,M,Recorrente,"Fortaleza, Ceará"
4f2ffeb3-d8dd-4b26-bc0e-a898cb5475bf,Lunna Costela,48,M,Alta Receita,"Vila Velha, Espírito Santo"
b4072f12-2612-42e0-b616-e3a23d9d49d4,Arthur Miguel Barros,20,M,Alta Frequência,"Campinas, São Paulo"
1e22c6b2-e009-4827-9672-663f0f0a1d5b,Cauê Machado,26,M,Alta Frequência,"Boa Vista, Roraima"
12cd1aeb-b907-4ff3-a63a-484e2048ba6e,Lucas Gabriel Sales,66,M,Alta Frequência,"Niterói, Rio de Janeiro"
b7f8d284-3d3f-40e0-944b-0f0751e844c9,Maya Jesus,65,F,Alta Receita,"Campo Grande, Mato Grosso do Sul"
ab13b31a-a4f1-4126-ae0c-2cb51f63ed1f,Liz Santos,70,M,Alta Receita,"Dourados, Mato Grosso do Sul"
a7fb859f-7925-4d0f-a545-5ccc35b39c0e,Luiz Otávio Castro,51,M,Recorrente,"Boa Vista, Roraima"
10e900ff-5857-4862-b105-65b6640b1814,Arthur Gabriel da Cunha,41,M,Alta Frequência,"Porto Alegre, Rio Grande do Sul"
7f63d2b6-d001-4b99-afc2-8f2063ba24b1,Maria Laura Viana,31,F,Alta Receita,"Cruzeiro do Sul, Acre"
7319c9c0-52d6-4c9a-9cd1-ad00b58a4ffc,Luan Souza,34,F,Alta Frequência,"Vila Velha, Espírito Santo"
a88d37de-6c1f-4650-b517-272df7797643,Sr. André Viana,39,M,Alta Receita,"Porto Alegre, Rio Grande do Sul"
6a71efda-4027-48b2-b44c-52552a07a49f,Ryan Farias,44,M,Recorrente,"Macapá, Amapá"
23ed6309-e25c-4f4a-8ac2-2e6d25ee52db,Théo Pereira,28,M,Alta Frequência,"Recife, Pernambuco"
e84543c7-4721-4be9-b502-0e2a7ecfc226,Fernando Leão,23,F,Alta Frequência,"João Pessoa, Paraíba"
a1ac78c9-025c-4425-8557-13d309d7cc9c,Dr. Marcelo Fernandes,47,F,Recorrente,"Santarém, Pará"
c5857b6b-7b98-4c6e-9ac6-e2bf00b36478,Gabriela Cunha,56,M,Alta Receita,"Natal, Rio Grande do Norte"
a89e4fa6-ae2b-4ab8-951f-e4f725d69a97,Dra. Sofia da Mota,34,M,Alta Receita,"Itabaiana, Sergipe"
875b2fe1-e3bb-4eb7-a404-45a187e7099b,Fernanda Lopes,57,M,Alta Receita,"Uberlândia, Minas Gerais"
ccdf1d3e-bb34-44d1-b327-33efc50bd5b9,Rafael Silveira,26,M,Recorrente,"Aracaju, Sergipe"
89ee49ed-4a4a-4b64-8c10-43d4974a25a0,Ana Clara da Paz,32,M,Recorrente,"Porto Velho, Rondônia"
96ddb159-6847-4103-8496-122f5525a0d1,Ana Luiza Melo,36,M,Alta Frequência,"Santarém, Pará"
edd61dd7-6ad0-4369-a0d3-f7c1d45d91e1,Isabel Dias,29,F,Alta Receita,"Arapiraca, Alagoas"
73037257-390f-41c0-9744-ceb0d5b5984b,Kaique Rezende,60,F,Alta Frequência,"Niterói, Rio de Janeiro"
3abebcc1-d115-40ca-89e8-ede2da2777af,Jade Gonçalves,41,M,Recorrente,"Imperatriz, Maranhão"
3aae37b5-87de-42ea-8118-d2a543ef0542,Henry Machado,65,F,Recorrente,"São Paulo, São Paulo"
6e152f71-0093-4ba0-a5a0-7e433d2dca86,Breno da Mota,29,M,Alta Frequência,"Macapá, Amapá"
8bea6f03-e645-4b43-907e-22a18906a4e2,Allana Montenegro,68,M,Alta Frequência,"Vitória, Espírito Santo"
cb6cda6e-bb95-4291-b3dd-69d1de590698,Lorena Vargas,18,F,Alta Receita,"Caruaru, Pernambuco"
7f2382b5-0d1b-493b-a9ce-f59399a9a788,Hadassa Nascimento,58,F,Alta Receita,"João Pessoa, Paraíba"
c798c498-499d-4830-8d67-6a99a94a3567,Isaac Gomes,57,F,Recorrente,"Araguaína, Tocantins"
2d5f62b0-541e-4d9c-b9c8-ddd88f8d9ef2,Gabriela Albuquerque,65,F,Recorrente,"Natal, Rio Grande do Norte"
542a965f-1465-4466-adf3-be7aaf61aae1,Isabelly Mendes,39,M,Alta Receita,"Londrina, Paraná"
ee5b6379-213f-467b-9976-34e5054bffbb,Dra. Joana Cavalcante,67,F,Recorrente,"Imperatriz, Maranhão"
41d0d034-abfb-4c17-8ad5-433ba84f1cf1,Elisa Lima,66,F,Alta Frequência,"Santarém, Pará"
5c86a6f9-29f5-443d-baaa-58f6343f75d0,João Pedro das Neves,45,M,Recorrente,"Caxias do Sul, Rio Grande do Sul"
8c76560f-b109-4971-8ad5-7402ff75659e,Ana Lívia Barbosa,32,F,Alta Frequência,"Porto Velho, Rondônia"
1f16bfe5-df8b-4c1c-a7d3-584cfb99ac3e,Isaque Azevedo,26,F,Alta Receita,"Santarém, Pará"
c229a415-cb5f-4951-8534-f723c75694ac,Felipe Camargo,53,M,Recorrente,"Mossoró, Rio Grande do Norte"
1f16a10e-5668-4b02-b387-d896c3d08178,Yasmin Martins,70,M,Alta Frequência,"Rorainópolis, Roraima"
ab01f101-7b32-4adb-9f41-c85182c273a9,Lara Viana,67,M,Alta Frequência,"Florianópolis, Santa Catarina"
178f48eb-c9fb-47f1-9b33-cb3f15510ef5,Sr. Mathias Correia,51,M,Recorrente,"Campinas, São Paulo"
b9ae4292-4012-4516-b1e7-a2808b991282,Caio Azevedo,69,F,Recorrente,"Brasília, Distrito Federal"
290c07eb-5793-4195-a553-ff33298bfa25,Yasmin Correia,41,M,Alta Frequência,"Maceió, Alagoas"
c1df5a89-ecba-4cb1-bdb9-9dc17a8b737a,Marcela Alves,58,M,Recorrente,"Belo Horizonte, Minas Gerais"
caec1d2d-63a7-4c90-9a7f-624b57161640,Bella Moraes,30,F,Alta Frequência,"Ji-Paraná, Rondônia"
365d395b-6707-4421-8fd2-be23c69ee73d,Gabriel Pinto,42,F,Alta Receita,"Caruaru, Pernambuco"
961b53af-c601-422f-bbc1-9e2fa3327e99,Dra. Ana Lívia Souza,26,F,Alta Frequência,"Mossoró, Rio Grande do Norte"
ef0d44d7-a832-4652-95a2-86133a0c5dc9,Natália Gomes,63,F,Alta Frequência,"Parintins, Amazonas"
32f9130d-5e6e-4122-a47c-acbf527c9dea,Arthur Miguel Machado,21,F,Alta Frequência,"São Paulo, São Paulo"
5afce6a6-9229-43f1-80f3-e86630260bb1,Marcelo Rezende,70,M,Alta Frequência,"Ji-Paraná, Rondônia"
d667a724-bfee-4aef-aa60-6a4b56b6b8cc,Levi Martins,59,F,Alta Receita,"Recife, Pernambuco"
1891f8cf-d7d0-40be-a253-0aa415d152b0,Stephany Novais,33,F,Alta Frequência,"Cuiabá, Mato Grosso"
22c1d7a1-97c7-4839-9dd2-8b24c420c72d,Sabrina Novaes,26,F,Alta Frequência,"Arapiraca, Alagoas"
c2f72b1f-b9d4-42d3-8d35-f50cff02bf74,Sr. Arthur Gabriel Viana,31,F,Alta Frequência,"São Paulo, São Paulo"
3efc5196-512b-4c10-a359-3aecd5d16ae2,Vitor Gabriel Lima,66,F,Alta Frequência,"Uberlândia, Minas Gerais"
1b48732f-dbd0-4097-89f7-e4684b1fa028,Kaique Rios,51,F,Recorrente,"Vitória, Espírito Santo"
b226f24a-230d-47b8-bf97-588ef6cdd0d1,Mateus Cassiano,32,F,Alta Receita,"Santarém, Pará"
697ac96d-d988-4d2a-9706-62ce47d9dd10,Vinícius Fonseca,52,F,Alta Frequência,"Florianópolis, Santa Catarina"
bd16c038-4ef2-43f5-bf8f-bd67133a8490,Nicolas Almeida,35,M,Alta Receita,"Parintins, Amazonas"
53e7ad02-48ff-4ea5-bb33-740c06b19eec,Caleb Carvalho,25,F,Alta Receita,"Joinville, Santa Catarina"
997bd7bb-9a58-431a-8663-686eee70e803,Luiz Miguel Camargo,63,F,Alta Receita,"Cuiabá, Mato Grosso"
c49b9178-43a2-49e4-b981-f289185c39ed,Dr. Davi Cirino,23,F,Alta Frequência,"Maceió, Alagoas"
cce52711-950c-4835-b659-fa8c938fb1ef,Igor Aragão,62,F,Alta Receita,"Uberlândia, Minas Gerais"
c2b8efc0-d76a-44da-8fbd-b62246c9ae33,Ágatha Barros,67,F,Recorrente,"Macapá, Amapá"
ef69e085-8c87-4a3a-b67a-f865cfc3845b,Ísis da Rosa,34,F,Alta Receita,"Campinas, São Paulo"
4c2bfa96-a86c-4d88-8d67-e82ce8048c91,Nathan Sá,40,M,Alta Frequência,"Uberlândia, Minas Gerais"
eb38fcdf-4fd8-4aba-8a6d-c4acee481499,Ayla Ribeiro,33,F,Alta Frequência,"Santarém, Pará"
0d536045-bdb8-4b97-84e0-57875550f4ea,Bernardo Brito,60,F,Alta Frequência,"Rondonópolis, Mato Grosso"
0106c378-969b-4bad-b1d7-99aff2f09a8c,Rhavi Aparecida,53,F,Recorrente,"Londrina, Paraná"
67eedfe9-5c72-45ca-8f3b-6e13781f018a,Bianca da Luz,20,M,Recorrente,"Brasília, Distrito Federal"
8faa2da8-f08d-4f51-9742-32a628a79260,Bruno Farias,54,M,Alta Frequência,"Florianópolis, Santa Catarina"
eb0cbd6c-a603-4997-af64-a0ad2b1af06e,Bella Pires,41,F,Alta Receita,"Curitiba, Paraná"
37ea3bed-7866-4ba9-844f-fc73cfef7fd7,Dra. Carolina Cavalcante,40,F,Alta Receita,"Rio de Janeiro, Rio de Janeiro"
dd23a782-d27a-4a33-b511-0f36bce4808b,Sophia da Costa,43,F,Recorrente,"Cuiabá, Mato Grosso"
ae70f6f5-015a-449b-a86c-d27dfd597efd,Júlia Oliveira,54,M,Alta Frequência,"Rio Branco, Acre"
d782d6a7-c6b9-4071-bad7-8868cb6ee774,Thales Novaes,24,F,Alta Receita,"Vila Velha, Espírito Santo"
360496b6-6e02-4590-8f32-fb393ce7c807,Maria Julia Correia,64,F,Alta Receita,"Porto Alegre, Rio Grande do Sul"
5821f077-4aee-4cef-871c-aa58d334dce9,Nathan Pastor,40,M,Alta Receita,"Campina Grande, Paraíba"
49a4443e-940d-4bcc-a926-aa56695ae210,Josué Pimenta,38,F,Recorrente,"Natal, Rio Grande do Norte"
b4f7af31-1fe8-4be4-a3ba-b56cdb2bfd4f,Jade Ramos,67,M,Alta Frequência,"Vila Velha, Espírito Santo"
fa5223bb-005f-4337-bf67-c68a9af20d53,Nathan Pastor,65,F,Alta Receita,"Anápolis, Goiás"
b0f908d2-40c0-4d72-bf2d-57e130f02f6b,Francisco Ramos,49,M,Alta Receita,"Curitiba, Paraná"
abc836cf-f798-4d22-9eb6-d3f0948841cb,Davi Lucca Silva,38,F,Alta Frequência,"João Pessoa, Paraíba"
3fffbc75-ff86-4deb-bb19-5b020a4af40d,Srta. Ana Sophia Rodrigues,58,F,Alta Receita,"São Paulo, São Paulo"
37d7bd4a-f718-46ad-a209-cd5f650c4a03,Daniel Oliveira,58,M,Alta Receita,"Dourados, Mato Grosso do Sul"
b79ccfc9-35cf-4e16-a6df-d69300b8a88f,Anthony Gabriel Jesus,63,F,Alta Receita,"Araguaína, Tocantins"
72737998-34d2-44cd-9763-2be71b61508e,Diogo Silveira,41,M,Alta Frequência,"Imperatriz, Maranhão"
de69c076-1f8c-4dcd-891c-eaaea5e0ecfd,Dr. Noah Garcia,25,M,Recorrente,"São Luís, Maranhão"
466aa217-ae29-47c1-84d4-65dfa8d65147,Gabriela Porto,66,M,Alta Receita,"Sobral, Ceará"
5a69e2c6-63a3-4592-b4ef-a156255ab787,Joaquim Mendonça,30,M,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
6ffcc6e5-461e-44a3-b2fb-094a7d296f9c,José Abreu,34,M,Recorrente,"Niterói, Rio de Janeiro"
0fb83639-289a-480f-b6ad-57f16eec50cb,Raul Moura,43,M,Alta Receita,"Imperatriz, Maranhão"
1c444135-69d4-4e06-b42e-d9b44a00ae99,Diego da Paz,57,M,Alta Receita,"Santarém, Pará"
c4e0b1c7-6d18-40e9-ad53-cf3047820b9c,Renan Viana,70,M,Alta Frequência,"Arapiraca, Alagoas"
9623d848-10b7-4ccf-8793-5d69c33bf03e,Marcela da Rosa,60,F,Alta Frequência,"Goiânia, Goiás"
336fc177-7308-45d1-b96c-c19ca4ed91b8,Sra. Pietra Gomes,62,M,Alta Frequência,"Aracaju, Sergipe"
3876fdaa-7af8-4c9f-a913-cb7645071807,Catarina Almeida,59,M,Alta Frequência,"Arapiraca, Alagoas"
7c641c58-a52d-4946-bc03-032cc7f020cf,Hellena Novaes,33,M,Recorrente,"Cruzeiro do Sul, Acre"
250a8bc0-ef19-417f-a452-cdef827b8c89,João Felipe Silveira,44,M,Alta Receita,"Itabaiana, Sergipe"
b09dcd19-413b-4e20-85a3-a4735eeefb7f,João Gabriel Ribeiro,58,F,Recorrente,"Rorainópolis, Roraima"
bf144332-4f6a-448f-8ca9-7f8184381157,Alícia Azevedo,69,F,Alta Receita,"Feira de Santana, Bahia"
1b6c2937-e282-4170-b508-0d9c91312064,João Miguel da Cunha,33,F,Recorrente,"Campina Grande, Paraíba"
f52a72c4-c1fb-4bf5-be8a-1072cf492a27,Vitória Cirino,62,M,Alta Receita,"João Pessoa, Paraíba"
87407d86-fa3a-4705-bf3d-cbf9a0a51b74,Dom Almeida,68,M,Alta Frequência,"Florianópolis, Santa Catarina"
c50a2d22-b08c-49fa-84bb-f71153cef524,Mariah Nunes,52,F,Alta Frequência,"Caxias do Sul, Rio Grande do Sul"
3183eab0-7b24-43e8-805f-b765575f3108,Cauê Siqueira,64,F,Recorrente,"Porto Alegre, Rio Grande do Sul"
6cc2e20f-c3a0-4289-b88b-a4454e6c2bae,João Gabriel Pastor,47,F,Recorrente,"Rio de Janeiro, Rio de Janeiro"
ab7a63e3-66e6-4f92-a0fc-1ea83310401b,Maria Alice Brito,47,F,Alta Receita,"Florianópolis, Santa Catarina"
323eab00-9fe7-4bb8-b8cb-74696142894a,Luan Aparecida,22,M,Alta Frequência,"Rondonópolis, Mato Grosso"
78ac9c5e-5b5c-47cf-960d-cb39db988c39,Vitor Farias,53,M,Alta Receita,"Anápolis, Goiás"
f51ed666-6e4a-4daa-ba42-87f37e3f1d45,Allana Sales,22,F,Alta Frequência,"Aracaju, Sergipe"
e55b5c65-90ae-41e4-9a6a-d16913865151,Igor Jesus,54,F,Recorrente,"Campinas, São Paulo"
7792be47-3478-4752-8b3b-81a9ddd652a8,Yasmin Sousa,45,M,Alta Receita,"Cruzeiro do Sul, Acre"
fd61de15-ae53-419c-9a44-fca112962c6d,Maysa Silva,37,F,Alta Receita,"Araguaína, Tocantins"
36ebaef4-bcef-4c15-b881-e71322bea0bc,Léo Brito,27,F,Alta Frequência,"Arapiraca, Alagoas"
eb0f61a4-02fe-40e2-81a7-22d6095fa845,Maria Luísa Campos,63,F,Recorrente,"Campo Grande, Mato Grosso do Sul"
96b0356c-a49c-487c-87c9-021ffdc6dba9,Giovanna Borges,57,M,Recorrente,"Belém, Pará"
9c9d3925-3c98-4e89-ac6e-e5ca573f9ac9,Caleb da Cunha,64,M,Alta Frequência,"Teresina, Piauí"
bf153b90-8971-41bb-992b-ba0eca857fe4,Isabella Aparecida,29,M,Recorrente,"Campo Grande, Mato Grosso do Sul"
8a83e68d-46ee-4033-b062-166c79dbf3f9,André Mendonça,39,M,Alta Frequência,"Aracaju, Sergipe"
cbb474a3-3763-4604-be04-8d5ad12b32e6,Luísa Brito,69,F,Alta Receita,"Caruaru, Pernambuco"
3ab551e6-9537-4272-80f2-835e16b5b5fc,Lara Abreu,26,F,Alta Frequência,"Niterói, Rio de Janeiro"
ef4589fb-5955-4d44-b245-e6566d56ccd8,Dr. Enzo Alves,40,M,Recorrente,"Santarém, Pará"
